"plot_cn","tree_cn","tree","beetles_neigh"
"I.1.18","I.1.18.1.7",1.7,NA
"I.1.18","I.1.18.2.1",2.1,NA
"I.1.18","I.1.18.2.2",2.2,0
"I.1.18","I.1.18.2.3",2.3,0
"I.1.18","I.1.18.2.4",2.4,0
"I.1.18","I.1.18.2.5",2.5,0
"I.1.18","I.1.18.2.6",2.6,0
"I.1.18","I.1.18.2.7",2.7,NA
"I.1.18","I.1.18.3.1",3.1,NA
"I.1.18","I.1.18.3.2",3.2,0
"I.1.18","I.1.18.3.3",3.3,0
"I.1.18","I.1.18.3.4",3.4,0
"I.1.18","I.1.18.3.5",3.5,0
"I.1.18","I.1.18.3.6",3.6,0
"I.1.18","I.1.18.3.7",3.7,NA
"I.1.18","I.1.18.4.1",4.1,NA
"I.1.18","I.1.18.4.2",4.2,0
"I.1.18","I.1.18.4.3",4.3,0
"I.1.18","I.1.18.4.4",4.4,0
"I.1.18","I.1.18.4.5",4.5,0
"I.1.18","I.1.18.4.6",4.6,0
"I.1.18","I.1.18.4.7",4.7,NA
"I.1.18","I.1.18.5.1",5.1,NA
"I.1.18","I.1.18.5.2",5.2,0
"I.1.18","I.1.18.5.3",5.3,0
"I.1.18","I.1.18.5.4",5.4,0
"I.1.18","I.1.18.5.5",5.5,0
"I.1.18","I.1.18.5.6",5.6,0
"I.1.18","I.1.18.5.7",5.7,NA
"I.1.18","I.1.18.6.1",6.1,NA
"I.1.18","I.1.18.6.2",6.2,0
"I.1.18","I.1.18.6.3",6.3,0
"I.1.18","I.1.18.6.4",6.4,0
"I.1.18","I.1.18.6.5",6.5,0
"I.1.18","I.1.18.6.6",6.6,0
"I.1.18","I.1.18.6.7",6.7,NA
"I.1.18","I.1.18.7.1",7.1,NA
"I.1.18","I.1.18.7.2",7.2,NA
"I.1.18","I.1.18.7.3",7.3,NA
"I.1.18","I.1.18.7.4",7.4,NA
"I.1.18","I.1.18.7.5",7.5,NA
"I.1.18","I.1.18.7.6",7.6,NA
"I.1.18","I.1.18.7.7",7.7,NA
"I.1.19","I.1.19.1.1",1.1,NA
"I.1.19","I.1.19.1.2",1.2,NA
"I.1.19","I.1.19.1.3",1.3,NA
"I.1.19","I.1.19.1.4",1.4,NA
"I.1.19","I.1.19.1.5",1.5,NA
"I.1.19","I.1.19.1.6",1.6,NA
"I.1.19","I.1.19.1.7",1.7,NA
"I.1.19","I.1.19.2.1",2.1,NA
"I.1.19","I.1.19.2.2",2.2,0
"I.1.19","I.1.19.2.3",2.3,0
"I.1.19","I.1.19.2.4",2.4,0
"I.1.19","I.1.19.2.5",2.5,0
"I.1.19","I.1.19.2.6",2.6,0
"I.1.19","I.1.19.2.7",2.7,NA
"I.1.19","I.1.19.3.1",3.1,NA
"I.1.19","I.1.19.3.2",3.2,0
"I.1.19","I.1.19.3.3",3.3,0
"I.1.19","I.1.19.3.4",3.4,0
"I.1.19","I.1.19.3.5",3.5,0
"I.1.19","I.1.19.3.6",3.6,0
"I.1.19","I.1.19.3.7",3.7,NA
"I.1.19","I.1.19.4.1",4.1,NA
"I.1.19","I.1.19.4.2",4.2,0
"I.1.19","I.1.19.4.3",4.3,0
"I.1.19","I.1.19.4.4",4.4,0
"I.1.19","I.1.19.4.5",4.5,0
"I.1.19","I.1.19.4.6",4.6,0
"I.1.19","I.1.19.4.7",4.7,NA
"I.1.19","I.1.19.5.1",5.1,NA
"I.1.19","I.1.19.5.2",5.2,0
"I.1.19","I.1.19.5.3",5.3,0
"I.1.19","I.1.19.5.4",5.4,0
"I.1.19","I.1.19.5.5",5.5,0
"I.1.19","I.1.19.5.6",5.6,0
"I.1.19","I.1.19.5.7",5.7,NA
"I.1.19","I.1.19.6.1",6.1,NA
"I.1.19","I.1.19.6.2",6.2,0
"I.1.19","I.1.19.6.3",6.3,0
"I.1.19","I.1.19.6.4",6.4,0
"I.1.19","I.1.19.6.5",6.5,0
"I.1.19","I.1.19.6.6",6.6,0
"I.1.19","I.1.19.6.7",6.7,NA
"I.1.19","I.1.19.7.1",7.1,NA
"I.1.19","I.1.19.7.2",7.2,NA
"I.1.19","I.1.19.7.3",7.3,NA
"I.1.19","I.1.19.7.4",7.4,NA
"I.1.19","I.1.19.7.5",7.5,NA
"I.1.19","I.1.19.7.6",7.6,NA
"I.1.19","I.1.19.7.7",7.7,NA
"I.1.2","I.1.2.1.1",1.1,NA
"I.1.2","I.1.2.1.2",1.2,NA
"I.1.2","I.1.2.1.3",1.3,NA
"I.1.2","I.1.2.1.4",1.4,NA
"I.1.2","I.1.2.1.5",1.5,NA
"I.1.2","I.1.2.1.6",1.6,NA
"I.1.2","I.1.2.1.7",1.7,NA
"I.1.2","I.1.2.2.1",2.1,NA
"I.1.2","I.1.2.2.2",2.2,0
"I.1.2","I.1.2.2.3",2.3,0
"I.1.2","I.1.2.2.4",2.4,0
"I.1.2","I.1.2.2.5",2.5,0
"I.1.2","I.1.2.2.6",2.6,0
"I.1.2","I.1.2.2.7",2.7,NA
"I.1.2","I.1.2.3.1",3.1,NA
"I.1.2","I.1.2.3.2",3.2,0
"I.1.2","I.1.2.3.3",3.3,0
"I.1.2","I.1.2.3.4",3.4,0
"I.1.2","I.1.2.3.5",3.5,0
"I.1.2","I.1.2.3.6",3.6,0
"I.1.2","I.1.2.3.7",3.7,NA
"I.1.2","I.1.2.4.1",4.1,NA
"I.1.2","I.1.2.4.2",4.2,0
"I.1.2","I.1.2.4.3",4.3,0
"I.1.2","I.1.2.4.4",4.4,0
"I.1.2","I.1.2.4.5",4.5,0
"I.1.2","I.1.2.4.6",4.6,0
"I.1.2","I.1.2.4.7",4.7,NA
"I.1.2","I.1.2.5.1",5.1,NA
"I.1.2","I.1.2.5.2",5.2,0
"I.1.2","I.1.2.5.3",5.3,0
"I.1.2","I.1.2.5.4",5.4,0
"I.1.2","I.1.2.5.5",5.5,0
"I.1.2","I.1.2.5.6",5.6,0
"I.1.2","I.1.2.5.7",5.7,NA
"I.1.2","I.1.2.6.1",6.1,NA
"I.1.2","I.1.2.6.2",6.2,0
"I.1.2","I.1.2.6.3",6.3,0
"I.1.2","I.1.2.6.4",6.4,0
"I.1.2","I.1.2.6.5",6.5,0
"I.1.2","I.1.2.6.6",6.6,0
"I.1.2","I.1.2.6.7",6.7,NA
"I.1.2","I.1.2.7.1",7.1,NA
"I.1.2","I.1.2.7.2",7.2,NA
"I.1.2","I.1.2.7.3",7.3,NA
"I.1.2","I.1.2.7.4",7.4,NA
"I.1.2","I.1.2.7.5",7.5,NA
"I.1.2","I.1.2.7.6",7.6,NA
"I.1.2","I.1.2.7.7",7.7,NA
"I.1.20","I.1.20.1.1",1.1,NA
"I.1.20","I.1.20.1.2",1.2,NA
"I.1.20","I.1.20.1.3",1.3,NA
"I.1.20","I.1.20.1.4",1.4,NA
"I.1.20","I.1.20.1.5",1.5,NA
"I.1.20","I.1.20.1.6",1.6,NA
"I.1.20","I.1.20.1.7",1.7,NA
"I.1.20","I.1.20.2.1",2.1,NA
"I.1.20","I.1.20.2.2",2.2,0
"I.1.20","I.1.20.2.3",2.3,0
"I.1.20","I.1.20.2.4",2.4,0
"I.1.20","I.1.20.2.5",2.5,0
"I.1.20","I.1.20.2.6",2.6,0
"I.1.20","I.1.20.2.7",2.7,NA
"I.1.20","I.1.20.3.1",3.1,NA
"I.1.20","I.1.20.3.2",3.2,0
"I.1.20","I.1.20.3.3",3.3,0
"I.1.20","I.1.20.3.4",3.4,0
"I.1.20","I.1.20.3.5",3.5,0
"I.1.20","I.1.20.3.6",3.6,0
"I.1.20","I.1.20.3.7",3.7,NA
"I.1.20","I.1.20.4.1",4.1,NA
"I.1.20","I.1.20.4.2",4.2,0
"I.1.20","I.1.20.4.3",4.3,0
"I.1.20","I.1.20.4.4",4.4,0
"I.1.20","I.1.20.4.5",4.5,0
"I.1.20","I.1.20.4.6",4.6,0
"I.1.20","I.1.20.4.7",4.7,NA
"I.1.20","I.1.20.5.1",5.1,NA
"I.1.20","I.1.20.5.2",5.2,0
"I.1.20","I.1.20.5.3",5.3,0
"I.1.20","I.1.20.5.4",5.4,0
"I.1.20","I.1.20.5.5",5.5,0
"I.1.20","I.1.20.5.6",5.6,0
"I.1.20","I.1.20.5.7",5.7,NA
"I.1.20","I.1.20.6.1",6.1,NA
"I.1.20","I.1.20.6.2",6.2,0
"I.1.20","I.1.20.6.3",6.3,0
"I.1.20","I.1.20.6.4",6.4,0
"I.1.20","I.1.20.6.5",6.5,0
"I.1.20","I.1.20.6.6",6.6,0
"I.1.20","I.1.20.6.7",6.7,NA
"I.1.20","I.1.20.7.1",7.1,NA
"I.1.20","I.1.20.7.2",7.2,NA
"I.1.20","I.1.20.7.3",7.3,NA
"I.1.20","I.1.20.7.4",7.4,NA
"I.1.20","I.1.20.7.5",7.5,NA
"I.1.20","I.1.20.7.6",7.6,NA
"I.1.20","I.1.20.7.7",7.7,NA
"I.1.21","I.1.21.1.1",1.1,NA
"I.1.21","I.1.21.1.2",1.2,NA
"I.1.21","I.1.21.1.3",1.3,NA
"I.1.21","I.1.21.1.4",1.4,NA
"I.1.21","I.1.21.1.5",1.5,NA
"I.1.21","I.1.21.1.6",1.6,NA
"I.1.21","I.1.21.1.7",1.7,NA
"I.1.21","I.1.21.2.1",2.1,NA
"I.1.21","I.1.21.2.2",2.2,0
"I.1.21","I.1.21.2.3",2.3,0
"I.1.21","I.1.21.2.4",2.4,0
"I.1.21","I.1.21.2.5",2.5,0
"I.1.21","I.1.21.2.6",2.6,0
"I.1.21","I.1.21.2.7",2.7,NA
"I.1.21","I.1.21.3.1",3.1,NA
"I.1.21","I.1.21.3.2",3.2,0
"I.1.21","I.1.21.3.3",3.3,0
"I.1.21","I.1.21.3.4",3.4,0
"I.1.21","I.1.21.3.5",3.5,0
"I.1.21","I.1.21.3.6",3.6,0
"I.1.21","I.1.21.3.7",3.7,NA
"I.1.21","I.1.21.4.1",4.1,NA
"I.1.21","I.1.21.4.2",4.2,0
"I.1.21","I.1.21.4.3",4.3,0
"I.1.21","I.1.21.4.4",4.4,0
"I.1.21","I.1.21.4.5",4.5,0
"I.1.21","I.1.21.4.6",4.6,0
"I.1.21","I.1.21.4.7",4.7,NA
"I.1.21","I.1.21.5.1",5.1,NA
"I.1.21","I.1.21.5.2",5.2,0
"I.1.21","I.1.21.5.3",5.3,0
"I.1.21","I.1.21.5.4",5.4,0
"I.1.21","I.1.21.5.5",5.5,0
"I.1.21","I.1.21.5.6",5.6,0
"I.1.21","I.1.21.5.7",5.7,NA
"I.1.21","I.1.21.6.1",6.1,NA
"I.1.21","I.1.21.6.2",6.2,0
"I.1.21","I.1.21.6.3",6.3,0
"I.1.21","I.1.21.6.4",6.4,0
"I.1.21","I.1.21.6.5",6.5,0
"I.1.21","I.1.21.6.6",6.6,0
"I.1.21","I.1.21.6.7",6.7,NA
"I.1.21","I.1.21.7.1",7.1,NA
"I.1.21","I.1.21.7.2",7.2,NA
"I.1.21","I.1.21.7.3",7.3,NA
"I.1.21","I.1.21.7.4",7.4,NA
"I.1.21","I.1.21.7.5",7.5,NA
"I.1.21","I.1.21.7.6",7.6,NA
"I.1.21","I.1.21.7.7",7.7,NA
"I.1.22","I.1.22.1.1",1.1,NA
"I.1.22","I.1.22.1.2",1.2,NA
"I.1.22","I.1.22.1.3",1.3,NA
"I.1.22","I.1.22.1.4",1.4,NA
"I.1.22","I.1.22.1.5",1.5,NA
"I.1.22","I.1.22.1.6",1.6,NA
"I.1.22","I.1.22.1.7",1.7,NA
"I.1.22","I.1.22.2.1",2.1,NA
"I.1.22","I.1.22.2.2",2.2,0
"I.1.22","I.1.22.2.3",2.3,0
"I.1.22","I.1.22.2.4",2.4,0
"I.1.22","I.1.22.2.5",2.5,0
"I.1.22","I.1.22.2.6",2.6,0
"I.1.22","I.1.22.2.7",2.7,NA
"I.1.22","I.1.22.3.1",3.1,NA
"I.1.22","I.1.22.3.2",3.2,0
"I.1.22","I.1.22.3.3",3.3,0
"I.1.22","I.1.22.3.4",3.4,0
"I.1.22","I.1.22.3.5",3.5,0
"I.1.22","I.1.22.3.6",3.6,0
"I.1.22","I.1.22.3.7",3.7,NA
"I.1.22","I.1.22.4.1",4.1,NA
"I.1.22","I.1.22.4.2",4.2,0
"I.1.22","I.1.22.4.3",4.3,0
"I.1.22","I.1.22.4.4",4.4,0
"I.1.22","I.1.22.4.5",4.5,0
"I.1.22","I.1.22.4.6",4.6,0
"I.1.22","I.1.22.4.7",4.7,NA
"I.1.22","I.1.22.5.1",5.1,NA
"I.1.22","I.1.22.5.2",5.2,0
"I.1.22","I.1.22.5.3",5.3,0
"I.1.22","I.1.22.5.4",5.4,0
"I.1.22","I.1.22.5.5",5.5,0
"I.1.22","I.1.22.5.6",5.6,0
"I.1.22","I.1.22.5.7",5.7,NA
"I.1.22","I.1.22.6.1",6.1,NA
"I.1.22","I.1.22.6.2",6.2,0
"I.1.22","I.1.22.6.3",6.3,0
"I.1.22","I.1.22.6.4",6.4,0
"I.1.22","I.1.22.6.5",6.5,0
"I.1.22","I.1.22.6.6",6.6,0
"I.1.22","I.1.22.6.7",6.7,NA
"I.1.22","I.1.22.7.1",7.1,NA
"I.1.22","I.1.22.7.2",7.2,NA
"I.1.22","I.1.22.7.3",7.3,NA
"I.1.22","I.1.22.7.4",7.4,NA
"I.1.22","I.1.22.7.5",7.5,NA
"I.1.22","I.1.22.7.6",7.6,NA
"I.1.22","I.1.22.7.7",7.7,NA
"I.1.23","I.1.23.1.1",1.1,NA
"I.1.23","I.1.23.1.2",1.2,NA
"I.1.23","I.1.23.1.3",1.3,NA
"I.1.23","I.1.23.1.4",1.4,NA
"I.1.23","I.1.23.1.5",1.5,NA
"I.1.23","I.1.23.1.6",1.6,NA
"I.1.23","I.1.23.1.7",1.7,NA
"I.1.23","I.1.23.2.1",2.1,NA
"I.1.23","I.1.23.2.2",2.2,0
"I.1.23","I.1.23.2.3",2.3,0
"I.1.23","I.1.23.2.4",2.4,0
"I.1.23","I.1.23.2.5",2.5,0
"I.1.23","I.1.23.2.6",2.6,0
"I.1.23","I.1.23.2.7",2.7,NA
"I.1.23","I.1.23.3.1",3.1,NA
"I.1.23","I.1.23.3.2",3.2,0
"I.1.23","I.1.23.3.3",3.3,0
"I.1.23","I.1.23.3.4",3.4,0
"I.1.23","I.1.23.3.5",3.5,0
"I.1.23","I.1.23.3.6",3.6,0
"I.1.23","I.1.23.3.7",3.7,NA
"I.1.23","I.1.23.4.1",4.1,NA
"I.1.23","I.1.23.4.2",4.2,0
"I.1.23","I.1.23.4.3",4.3,0
"I.1.23","I.1.23.4.4",4.4,0
"I.1.23","I.1.23.4.5",4.5,0
"I.1.23","I.1.23.4.6",4.6,0
"I.1.23","I.1.23.4.7",4.7,NA
"I.1.23","I.1.23.5.1",5.1,NA
"I.1.23","I.1.23.5.2",5.2,0
"I.1.23","I.1.23.5.3",5.3,0
"I.1.23","I.1.23.5.4",5.4,0
"I.1.23","I.1.23.5.5",5.5,0
"I.1.23","I.1.23.5.6",5.6,0
"I.1.23","I.1.23.5.7",5.7,NA
"I.1.23","I.1.23.6.1",6.1,NA
"I.1.23","I.1.23.6.2",6.2,0
"I.1.23","I.1.23.6.3",6.3,0
"I.1.23","I.1.23.6.4",6.4,0
"I.1.23","I.1.23.6.5",6.5,0
"I.1.23","I.1.23.6.6",6.6,0
"I.1.23","I.1.23.6.7",6.7,NA
"I.1.23","I.1.23.7.1",7.1,NA
"I.1.23","I.1.23.7.2",7.2,NA
"I.1.23","I.1.23.7.3",7.3,NA
"I.1.23","I.1.23.7.4",7.4,NA
"I.1.23","I.1.23.7.5",7.5,NA
"I.1.23","I.1.23.7.6",7.6,NA
"I.1.23","I.1.23.7.7",7.7,NA
"I.1.24","I.1.24.1.1",1.1,NA
"I.1.24","I.1.24.1.2",1.2,NA
"I.1.24","I.1.24.1.3",1.3,NA
"I.1.24","I.1.24.1.4",1.4,NA
"I.1.24","I.1.24.1.5",1.5,NA
"I.1.24","I.1.24.1.6",1.6,NA
"I.1.24","I.1.24.1.7",1.7,NA
"I.1.24","I.1.24.2.1",2.1,NA
"I.1.24","I.1.24.2.2",2.2,0
"I.1.24","I.1.24.2.3",2.3,0
"I.1.24","I.1.24.2.4",2.4,0
"I.1.24","I.1.24.2.5",2.5,0
"I.1.24","I.1.24.2.6",2.6,0
"I.1.24","I.1.24.2.7",2.7,NA
"I.1.24","I.1.24.3.1",3.1,NA
"I.1.24","I.1.24.3.2",3.2,0
"I.1.24","I.1.24.3.3",3.3,0
"I.1.24","I.1.24.3.4",3.4,0
"I.1.24","I.1.24.3.5",3.5,0
"I.1.24","I.1.24.3.6",3.6,0
"I.1.24","I.1.24.3.7",3.7,NA
"I.1.24","I.1.24.4.1",4.1,NA
"I.1.24","I.1.24.4.2",4.2,0
"I.1.24","I.1.24.4.3",4.3,0
"I.1.24","I.1.24.4.4",4.4,0
"I.1.24","I.1.24.4.5",4.5,0
"I.1.24","I.1.24.4.6",4.6,0
"I.1.24","I.1.24.4.7",4.7,NA
"I.1.24","I.1.24.5.1",5.1,NA
"I.1.24","I.1.24.5.2",5.2,0
"I.1.24","I.1.24.5.3",5.3,0
"I.1.24","I.1.24.5.4",5.4,0
"I.1.24","I.1.24.5.5",5.5,0
"I.1.24","I.1.24.5.6",5.6,0
"I.1.24","I.1.24.5.7",5.7,NA
"I.1.24","I.1.24.6.1",6.1,NA
"I.1.24","I.1.24.6.2",6.2,0
"I.1.24","I.1.24.6.3",6.3,0
"I.1.24","I.1.24.6.4",6.4,0
"I.1.24","I.1.24.6.5",6.5,0
"I.1.24","I.1.24.6.6",6.6,0
"I.1.24","I.1.24.6.7",6.7,NA
"I.1.24","I.1.24.7.1",7.1,NA
"I.1.24","I.1.24.7.2",7.2,NA
"I.1.24","I.1.24.7.3",7.3,NA
"I.1.24","I.1.24.7.4",7.4,NA
"I.1.24","I.1.24.7.5",7.5,NA
"I.1.24","I.1.24.7.6",7.6,NA
"I.1.24","I.1.24.7.7",7.7,NA
"I.1.25","I.1.25.1.1",1.1,NA
"I.1.25","I.1.25.1.2",1.2,NA
"I.1.25","I.1.25.1.3",1.3,NA
"I.1.25","I.1.25.1.4",1.4,NA
"I.1.25","I.1.25.1.5",1.5,NA
"I.1.25","I.1.25.1.6",1.6,NA
"I.1.25","I.1.25.1.7",1.7,NA
"I.1.25","I.1.25.2.1",2.1,NA
"I.1.25","I.1.25.2.2",2.2,0
"I.1.25","I.1.25.2.3",2.3,0
"I.1.25","I.1.25.2.4",2.4,0
"I.1.25","I.1.25.2.5",2.5,0
"I.1.25","I.1.25.2.6",2.6,0
"I.1.25","I.1.25.2.7",2.7,NA
"I.1.25","I.1.25.3.1",3.1,NA
"I.1.25","I.1.25.3.2",3.2,0
"I.1.25","I.1.25.3.3",3.3,0
"I.1.25","I.1.25.3.4",3.4,1
"I.1.25","I.1.25.3.5",3.5,1
"I.1.25","I.1.25.3.6",3.6,1
"I.1.25","I.1.25.3.7",3.7,NA
"I.1.25","I.1.25.4.1",4.1,NA
"I.1.25","I.1.25.4.2",4.2,0
"I.1.25","I.1.25.4.3",4.3,0
"I.1.25","I.1.25.4.4",4.4,1
"I.1.25","I.1.25.4.5",4.5,0
"I.1.25","I.1.25.4.6",4.6,1
"I.1.25","I.1.25.4.7",4.7,NA
"I.1.25","I.1.25.5.1",5.1,NA
"I.1.25","I.1.25.5.2",5.2,0
"I.1.25","I.1.25.5.3",5.3,0
"I.1.25","I.1.25.5.4",5.4,1
"I.1.25","I.1.25.5.5",5.5,1
"I.1.25","I.1.25.5.6",5.6,2
"I.1.25","I.1.25.5.7",5.7,NA
"I.1.25","I.1.25.6.1",6.1,NA
"I.1.25","I.1.25.6.2",6.2,0
"I.1.25","I.1.25.6.3",6.3,0
"I.1.25","I.1.25.6.4",6.4,0
"I.1.25","I.1.25.6.5",6.5,0
"I.1.25","I.1.25.6.6",6.6,1
"I.1.25","I.1.25.6.7",6.7,NA
"I.1.25","I.1.25.7.1",7.1,NA
"I.1.25","I.1.25.7.2",7.2,NA
"I.1.25","I.1.25.7.3",7.3,NA
"I.1.25","I.1.25.7.4",7.4,NA
"I.1.25","I.1.25.7.5",7.5,NA
"I.1.25","I.1.25.7.6",7.6,NA
"I.1.25","I.1.25.7.7",7.7,NA
"I.1.26","I.1.26.1.1",1.1,NA
"I.1.26","I.1.26.1.2",1.2,NA
"I.1.26","I.1.26.1.3",1.3,NA
"I.1.26","I.1.26.1.4",1.4,NA
"I.1.26","I.1.26.1.5",1.5,NA
"I.1.26","I.1.26.1.6",1.6,NA
"I.1.26","I.1.26.1.7",1.7,NA
"I.1.26","I.1.26.2.1",2.1,NA
"I.1.26","I.1.26.2.2",2.2,1
"I.1.26","I.1.26.2.3",2.3,0
"I.1.26","I.1.26.2.4",2.4,0
"I.1.26","I.1.26.2.5",2.5,0
"I.1.26","I.1.26.2.6",2.6,0
"I.1.26","I.1.26.2.7",2.7,NA
"I.1.26","I.1.26.3.1",3.1,NA
"I.1.26","I.1.26.3.2",3.2,0
"I.1.26","I.1.26.3.3",3.3,0
"I.1.26","I.1.26.3.4",3.4,0
"I.1.26","I.1.26.3.5",3.5,0
"I.1.26","I.1.26.3.6",3.6,0
"I.1.26","I.1.26.3.7",3.7,NA
"I.1.26","I.1.26.4.1",4.1,NA
"I.1.26","I.1.26.4.2",4.2,0
"I.1.26","I.1.26.4.3",4.3,0
"I.1.26","I.1.26.4.4",4.4,0
"I.1.26","I.1.26.4.5",4.5,0
"I.1.26","I.1.26.4.6",4.6,0
"I.1.26","I.1.26.4.7",4.7,NA
"I.1.26","I.1.26.5.1",5.1,NA
"I.1.26","I.1.26.5.2",5.2,0
"I.1.26","I.1.26.5.3",5.3,0
"I.1.26","I.1.26.5.4",5.4,0
"I.1.26","I.1.26.5.5",5.5,0
"I.1.26","I.1.26.5.6",5.6,0
"I.1.26","I.1.26.5.7",5.7,NA
"I.1.26","I.1.26.6.1",6.1,NA
"I.1.26","I.1.26.6.2",6.2,0
"I.1.26","I.1.26.6.3",6.3,0
"I.1.26","I.1.26.6.4",6.4,0
"I.1.26","I.1.26.6.5",6.5,0
"I.1.26","I.1.26.6.6",6.6,0
"I.1.26","I.1.26.6.7",6.7,NA
"I.1.26","I.1.26.7.1",7.1,NA
"I.1.26","I.1.26.7.2",7.2,NA
"I.1.26","I.1.26.7.3",7.3,NA
"I.1.26","I.1.26.7.4",7.4,NA
"I.1.26","I.1.26.7.5",7.5,NA
"I.1.26","I.1.26.7.6",7.6,NA
"I.1.26","I.1.26.7.7",7.7,NA
"I.1.27","I.1.27.1.1",1.1,NA
"I.1.27","I.1.27.1.2",1.2,NA
"I.1.27","I.1.27.1.3",1.3,NA
"I.1.27","I.1.27.1.4",1.4,NA
"I.1.27","I.1.27.1.5",1.5,NA
"I.1.27","I.1.27.1.6",1.6,NA
"I.1.27","I.1.27.1.7",1.7,NA
"I.1.27","I.1.27.2.1",2.1,NA
"I.1.27","I.1.27.2.2",2.2,0
"I.1.27","I.1.27.2.3",2.3,0
"I.1.27","I.1.27.2.4",2.4,0
"I.1.27","I.1.27.2.5",2.5,0
"I.1.27","I.1.27.2.6",2.6,0
"I.1.27","I.1.27.2.7",2.7,NA
"I.1.27","I.1.27.3.1",3.1,NA
"I.1.27","I.1.27.3.2",3.2,0
"I.1.27","I.1.27.3.3",3.3,0
"I.1.27","I.1.27.3.4",3.4,0
"I.1.27","I.1.27.3.5",3.5,0
"I.1.27","I.1.27.3.6",3.6,0
"I.1.27","I.1.27.3.7",3.7,NA
"I.1.27","I.1.27.4.1",4.1,NA
"I.1.27","I.1.27.4.2",4.2,0
"I.1.27","I.1.27.4.3",4.3,0
"I.1.27","I.1.27.4.4",4.4,0
"I.1.27","I.1.27.4.5",4.5,0
"I.1.27","I.1.27.4.6",4.6,0
"I.1.27","I.1.27.4.7",4.7,NA
"I.1.27","I.1.27.5.1",5.1,NA
"I.1.27","I.1.27.5.2",5.2,0
"I.1.27","I.1.27.5.3",5.3,0
"I.1.27","I.1.27.5.4",5.4,0
"I.1.27","I.1.27.5.5",5.5,0
"I.1.27","I.1.27.5.6",5.6,0
"I.1.27","I.1.27.5.7",5.7,NA
"I.1.27","I.1.27.6.1",6.1,NA
"I.1.27","I.1.27.6.2",6.2,0
"I.1.27","I.1.27.6.3",6.3,0
"I.1.27","I.1.27.6.4",6.4,0
"I.1.27","I.1.27.6.5",6.5,0
"I.1.27","I.1.27.6.6",6.6,0
"I.1.27","I.1.27.6.7",6.7,NA
"I.1.27","I.1.27.7.1",7.1,NA
"I.1.27","I.1.27.7.2",7.2,NA
"I.1.27","I.1.27.7.3",7.3,NA
"I.1.27","I.1.27.7.4",7.4,NA
"I.1.27","I.1.27.7.5",7.5,NA
"I.1.27","I.1.27.7.6",7.6,NA
"I.1.27","I.1.27.7.7",7.7,NA
"I.1.28","I.1.28.1.1",1.1,NA
"I.1.28","I.1.28.1.2",1.2,NA
"I.1.28","I.1.28.1.3",1.3,NA
"I.1.28","I.1.28.1.4",1.4,NA
"I.1.28","I.1.28.1.5",1.5,NA
"I.1.28","I.1.28.1.6",1.6,NA
"I.1.28","I.1.28.1.7",1.7,NA
"I.1.28","I.1.28.2.1",2.1,NA
"I.1.28","I.1.28.2.2",2.2,0
"I.1.28","I.1.28.2.3",2.3,0
"I.1.28","I.1.28.2.4",2.4,0
"I.1.28","I.1.28.2.5",2.5,0
"I.1.28","I.1.28.2.6",2.6,0
"I.1.28","I.1.28.2.7",2.7,NA
"I.1.28","I.1.28.3.1",3.1,NA
"I.1.28","I.1.28.3.2",3.2,0
"I.1.28","I.1.28.3.3",3.3,0
"I.1.28","I.1.28.3.4",3.4,0
"I.1.28","I.1.28.3.5",3.5,0
"I.1.28","I.1.28.3.6",3.6,0
"I.1.28","I.1.28.3.7",3.7,NA
"I.1.28","I.1.28.4.1",4.1,NA
"I.1.28","I.1.28.4.2",4.2,0
"I.1.28","I.1.28.4.3",4.3,0
"I.1.28","I.1.28.4.4",4.4,0
"I.1.28","I.1.28.4.5",4.5,0
"I.1.28","I.1.28.4.6",4.6,0
"I.1.28","I.1.28.4.7",4.7,NA
"I.1.28","I.1.28.5.1",5.1,NA
"I.1.28","I.1.28.5.2",5.2,0
"I.1.28","I.1.28.5.3",5.3,0
"I.1.28","I.1.28.5.4",5.4,0
"I.1.28","I.1.28.5.5",5.5,0
"I.1.28","I.1.28.5.6",5.6,0
"I.1.28","I.1.28.5.7",5.7,NA
"I.1.28","I.1.28.6.1",6.1,NA
"I.1.28","I.1.28.6.2",6.2,0
"I.1.28","I.1.28.6.3",6.3,0
"I.1.28","I.1.28.6.4",6.4,0
"I.1.28","I.1.28.6.5",6.5,0
"I.1.28","I.1.28.6.6",6.6,0
"I.1.28","I.1.28.6.7",6.7,NA
"I.1.28","I.1.28.7.1",7.1,NA
"I.1.28","I.1.28.7.2",7.2,NA
"I.1.28","I.1.28.7.3",7.3,NA
"I.1.28","I.1.28.7.4",7.4,NA
"I.1.28","I.1.28.7.5",7.5,NA
"I.1.28","I.1.28.7.6",7.6,NA
"I.1.28","I.1.28.7.7",7.7,NA
"I.1.29","I.1.29.1.1",1.1,NA
"I.1.29","I.1.29.1.2",1.2,NA
"I.1.29","I.1.29.1.3",1.3,NA
"I.1.29","I.1.29.1.4",1.4,NA
"I.1.29","I.1.29.1.5",1.5,NA
"I.1.29","I.1.29.1.6",1.6,NA
"I.1.29","I.1.29.1.7",1.7,NA
"I.1.29","I.1.29.2.1",2.1,NA
"I.1.29","I.1.29.2.2",2.2,0
"I.1.29","I.1.29.2.3",2.3,0
"I.1.29","I.1.29.2.4",2.4,0
"I.1.29","I.1.29.2.5",2.5,0
"I.1.29","I.1.29.2.6",2.6,0
