"species","sample_id","term","est","se","lower","upper"
"LADE","LADE_202_3","p50",-3.67092259964812,0.0840161464088654,-3.83584315030768,-3.50665775679633
"LADE","LADE_202_3","p12",-2.90702010858203,0.222086392020743,-3.2262737480833,-2.36992081882044
"LADE","LADE_202_3","p88",-4.43482509071421,0.158243873301551,-4.83251951323412,-4.22918338853926
"LADE","LADE_202_4","Kmax",0.503249137687119,0.00725134890166651,0.48900270507133,0.517428354110358
"LADE","LADE_202_4","slope",91.9627259734571,6.16259249774523,79.9065513875666,104.008558090993
"LADE","LADE_202_4","p50",-3.62454308159752,0.0217144235735769,-3.66707606814837,-3.58203467113429
"LADE","LADE_202_4","p12",-3.0829023941343,0.0485865260523244,-3.17001855527843,-2.97928790202008
"LADE","LADE_202_4","p88",-4.16618376906074,0.0362982010199089,-4.24460210596912,-4.1019660242583
"LADE","LADE_202_5","Kmax",0.528387655725927,0.0154080093883543,0.497959970548748,0.558313227778432
"LADE","LADE_202_5","slope",73.1666315203909,11.3199208980982,51.0172731129349,95.3900467026239
"LADE","LADE_202_5","p50",-4.065860700162,0.0524214480689144,-4.16820420389181,-3.96374004504406
"LADE","LADE_202_5","p12",-3.38507557882738,0.132486858465498,-3.58505600972869,-3.06694902974932
"LADE","LADE_202_5","p88",-4.74664582149663,0.123730062438399,-5.04685972372107,-4.56388878910288
"LADE","LADE_256_1","Kmax",0.457994992685417,0.00585216908887354,0.446551492825857,0.469452789870248
"LADE","LADE_256_1","slope",97.1944001536194,5.94380406202215,85.5745202797545,108.844245288596
"LADE","LADE_256_1","p50",-3.54535668643057,0.018631541539842,-3.58186923341834,-3.508878208058
"LADE","LADE_256_1","p12",-3.03287084322842,0.0411114448251292,-3.10729462997224,-2.94555523007358
"LADE","LADE_256_1","p88",-4.05784252963273,0.0320829943836414,-4.12632402479552,-4.00050398431905
"LADE","LADE_256_2","Kmax",0.445068477467189,0.00840130900856413,0.428584473275173,0.461514732197029
"LADE","LADE_256_2","slope",121.245466201844,11.3024786029532,99.2227823366006,143.618058465675
"LADE","LADE_256_2","p50",-3.32221177831745,0.0238094354803377,-3.36909907950907,-3.27543576229305
"LADE","LADE_256_2","p12",-2.91138607342609,0.049515055561053,-2.99706294113915,-2.80272914977764
"LADE","LADE_256_2","p88",-3.73303748320882,0.04259206785293,-3.8271559740878,-3.65972223879787
